,PMCID,PMID,Publisher,Journal,Title,Cost(£),Article_or_Book,TP_notes,Extracted_date,PMC_Title,PMC_DOI,PMC_isOpenAccess,PMC_Journal,PMC_Pub_Year,PMC_Pub_Type,PMC_Citation_Count,Notes,PMC_Journal_ISSN
1938,PMC3632752,23261160,Elsevier,RESEARCH IN VETERINARY SCIENCE,Bluetongue and Epizootic Haemorrhagic Disease virus in local breeds of cattle in Kenya,2476.85,Article,,23/03/2014,Bluetongue and epizootic haemorrhagic disease virus in local breeds of cattle in Kenya.,10.1016/j.rvsc.2012.11.001,Y,Res Vet Sci,2013,"journal article, research support, non-u.s. gov't",1,,0034-5288
1939,PMC3929000,23711430,Karger,Respiration,Mesenchymal Stem Cells As Vectors For Lung Cancer Therapy ,2134.67,Article,,23/03/2014,Mesenchymal stem cells as vectors for lung cancer therapy.,10.1159/000351284,Y,Respiration,2013,"journal article, review",0,,0025-7931
1940,PMC3570335,23157675,BioMed Central,Respiratory Research,Can spirometric norms be set using pre- or post- bronchodilator test results in older people?,1524.9,Article,,23/03/2014,Can spirometric norms be set using pre- or post- bronchodilator test results in older people?,10.1186/1465-9921-13-102,Y,Respir Res,2012,"journal article, multicenter study, research support, non-u.s. gov't, comparative study",1,,1465-9921
1941,PMC3726453,23834268,BioMed Central,Respiratory Research,Neutrophil adhesion molecules in experimental rhinovirus infection in COPD,1902.0,Article,,23/03/2014,Neutrophil adhesion molecules in experimental rhinovirus infection in COPD.,10.1186/1465-9921-14-72,Y,Respir Res,2013,"journal article, research support, non-u.s. gov't",1,,1465-9921
1942,PMC3577477,23398985,BioMed Central ,RESPIRATORY RESEARCH,Sputum mediator profiling and relationship to airway wall geometry imaging in severe asthma,1854.0,Article,,23/03/2014,Sputum mediator profiling and relationship to airway wall geometry imaging in severe asthma.,10.1186/1465-9921-14-17,Y,Respir Res,2013,"journal article, comparative study",1,,1465-9921
1943,PMC3281495,21891790,OUP,Rheumatology,Dynamic regulation of glucocorticoid signalling in health and disease,2040.0,Article,,23/03/2014,Dynamic regulation of glucocorticoid signalling in health and disease.,10.1093/rheumatology/ker215,Y,Rheumatology (Oxford),2012,"journal article, review, research support, non-u.s. gov't",10,,1462-0324
1944,PMC3651613,23362220,OUP,Rheumatology,High bone mass is associated with an increased prevalence of joint replacement: a case-control study,2040.0,Article,,23/03/2014,High bone mass is associated with an increased prevalence of joint replacement: a case-control study.,10.1093/rheumatology/kes411,Y,Rheumatology (Oxford),2013,"journal article, research support, non-u.s. gov't",0,,1462-0324
1945,PMC3504671,23093724,Cold Spring Harbor Press,RNA,Kinetic analysis of pre-ribosome structure in vivo,910.05,Article,,23/03/2014,Kinetic analysis of pre-ribosome structure in vivo.,10.1261/rna.034751.112,N,RNA,2012,"journal article, research support, non-u.s. gov't",3,,1355-8382
1946,PMC3527725,23148093,Cold Spring Harbor Publications,RNA,The association of an La module with the PABP-interacting motif PAM2 is a recurrent evolutionary process that led to the neofunctionalization of La-related proteins,1107.57,Article,,23/03/2014,The association of a La module with the PABP-interacting motif PAM2 is a recurrent evolutionary process that led to the neofunctionalization of La-related proteins.,10.1261/rna.035469.112,N,RNA,2013,"journal article, research support, non-u.s. gov't",2,,1355-8382
1947,PMC3858426,23635806,Landes Bioscience,RNA Biology,Human pentatricopeptide proteins- only a few and what do they do?,402.42,Article,,23/03/2014,Human pentatricopeptide proteins: Only a few and what do they do?,,Y,RNA Biol,2013,review,0,,1547-6286
1948,PMC3672288,23364423,Landes Bioscience,RNA biology,The functional exchangeability of pk- and k-turns in RNA structure,494.96,Article,,23/03/2014,The functional exchangeability of pk- and k-turns in RNA structure.,10.4161/rna.23673,Y,RNA Biol,2013,"journal article, research support, non-u.s. gov't",0,,1547-6286
1949,PMC3710354 ,23422316,Landes Bioscience,RNA Biology,A two-stage mechanism of viral RNA campaction revealed by single molecule fluorescence,572.99,Article,,23/03/2014,A two-stage mechanism of viral RNA compaction revealed by single molecule fluorescence.,10.4161/rna.23838,Y,RNA Biol,2013,"journal article, research support, non-u.s. gov't",2,,1547-6286
1950,PMC3720043,23798693,The royal Society,RSTB 2012.0145,A sticky situation : the unexpected stability of malaria elimination,1680.0,Article,,23/03/2014,A sticky situation: the unexpected stability of malaria elimination.,10.1098/rstb.2012.0145,Y,Philos Trans R Soc Lond B Biol Sci,2013,"historical article, journal article, research support, non-u.s. gov't, research support, u.s. gov't, non-p.h.s., research support, n.i.h., extramural",2,,0962-8436
1951,PMC3494044,22472474,OUP,Schizophrenia Bulletin,Alterations in white matter evident before the onset of psychosis,2047.5,Article,,23/03/2014,Alterations in white matter evident before the onset of psychosis.,10.1093/schbul/sbs053,Y,Schizophr Bull,2012,"journal article, research support, non-u.s. gov't",10,,0586-7614
1952,PMC3885290,23236081,Oxford University Press,Schizophrenia Bulletin,"Social deprivation, inequality and the neighbourhood-level incidence of psychotic syndromes in East London",2040.0,Article,,23/03/2014,"Social deprivation, inequality, and the neighborhood-level incidence of psychotic syndromes in East London.",10.1093/schbul/sbs151,Y,Schizophr Bull,2014,"journal article, research support, non-u.s. gov't",0,,0586-7614
1953,PMC3686461,23671196,Oxford University Press (OUP),Schizophrenia Bulletin ,Life Events and Psychosis: A Review and Meta-Analysis,2048.0,Article,,23/03/2014,Life events and psychosis: a review and meta-analysis.,10.1093/schbul/sbt065,Y,Schizophr Bull,2013,"journal article, meta-analysis, review, research support, non-u.s. gov't",0,,0586-7614
1954,PMC3485562,21764562,Elsevier,Schizophrenia Research,A quantitative meta-analysis of population-based studies of premorbid intelligence and schizophrenia,2222.09,Article,,23/03/2014,A quantitative meta-analysis of population-based studies of premorbid intelligence and schizophrenia.,10.1016/j.schres.2011.06.017,Y,Schizophr Res,2011,"journal article, meta-analysis, research support, non-u.s. gov't",22,,0920-9964
1955,PMC3485564 ,22704639,Elsevier,Schizophrenia Research,Childhood infection and adult schizophrenia: A meta-analysis of population-based studies,2222.09,Article,,23/03/2014,Childhood infection and adult schizophrenia: a meta-analysis of population-based studies.,10.1016/j.schres.2012.05.023,Y,Schizophr Res,2012,"journal article, meta-analysis, research support, non-u.s. gov't",9,,0920-9964
1956,PMC3516806 ,23230506,Nature Publishing Group,Sci Rep,Structure of a metal-independent bacterial glycosyltransferase that catalyzes the synthesis of histo-blood group A antigen.,1068.0,Article,,23/03/2014,Structure of a metal-independent bacterial glycosyltransferase that catalyzes the synthesis of histo-blood group A antigen.,10.1038/srep00940,Y,Sci Rep,2012,"journal article, research support, non-u.s. gov't, research support, u.s. gov't, non-p.h.s., research support, n.i.h., extramural",1,,2045-2322
1957,,,Taylor & Francis,Science as Culture,Walking or Waiting? Topologies of the Breeding Ground in Malaria Control,2145.6,Article,10.1080/09505431.2013.776368,23/03/2014,,,,,,,,Unable to match title to PMCID,
1958,PMC23430656,,The Sheridan Press,Science-Research,High Coverage of ART increases,949.52,Article,? Article in Science?,23/03/2014,,,,,,,,PMCID not found,
1959,PMC3860268,23430655,The Sheridan Press,Science-Research,Increase in adult life expectancy,1224.61,Article,10.1126/science.1230413 ,23/03/2014,Increases in adult life expectancy in rural South Africa: valuing the scale-up of HIV treatment.,10.1126/science.1230413,N,Science,2013,"journal article, research support, non-u.s. gov't, research support, n.i.h., extramural",30,,0036-8075
1960,PMC3480808,23105968,Nature,Scientific Reports,Estimating the proportion of variation in susceptibility to multiple sclerosis captured by common SNPs.,1068.0,Article,,23/03/2014,Estimating the proportion of variation in susceptibility to multiple sclerosis captured by common SNPs.,10.1038/srep00770,Y,Sci Rep,2012,journal article,1,,2045-2322
1961,PMC3605607,23519366,Nature,Scientific Reports,Homogeneous Antibody Fragment Conjugation By Disulfide Bridging Introduces 'Spinostics',1068.0,Article,,23/03/2014,Homogeneous antibody fragment conjugation by disulfide bridging introduces 'spinostics'.,10.1038/srep01525,Y,Sci Rep,2013,"journal article, research support, non-u.s. gov't",3,,2045-2322
1962,PMC3557449,23362458,Nature Publishing Group,Scientific Reports,A Weber-like law for perceptual learning,1068.0,Article,,23/03/2014,A Weber-like law for perceptual learning.,10.1038/srep01158,Y,Sci Rep,2013,"journal article, research support, non-u.s. gov't",1,,2045-2322
1963,PMC3628164,23591685,Nature Publishing Group,Scientific Reports-11-00861B,The distribution of haemoglobin C and its prevalence in newborns in Africa,1068.0,Article,,23/03/2014,The distribution of haemoglobin C and its prevalence in newborns in Africa.,10.1038/srep01671,Y,Sci Rep,2013,"journal article, research support, non-u.s. gov't",0,,2045-2322
1964,PMC3672980,22130004,Elsevier,Seizure,Co-morbidity of epilepsy in Tanzanian children: a community-based case-control study,2369.7,Article,,23/03/2014,Co-morbidity of epilepsy in Tanzanian children: a community-based case-control study.,10.1016/j.seizure.2011.10.011,Y,Seizure,2012,"journal article, research support, non-u.s. gov't",2,,1059-1311
1965,PMC3496546,23053395,Springer,Seminars in Immunopathology,Trichuris muris: a model of gastrointestinal parasite infection,1894.6,Article,,23/03/2014,Trichuris muris: a model of gastrointestinal parasite infection.,10.1007/s00281-012-0348-2,Y,Semin Immunopathol,2012,"journal article, review, research support, non-u.s. gov't",5,,1863-2297
1966,PMC3765962,23972712,Elsevier,Seminars in Oncology,"Adjuvant therapy in renal cell carcinoma - past, present, and future",2379.79,Article,,23/03/2014,"Adjuvant therapy in renal cell carcinoma-past, present, and future.",10.1053/j.seminoncol.2013.05.004,Y,Semin Oncol,2013,"journal article, review, research support, non-u.s. gov't",0,,0093-7754
1967,PMC3571806,23443394,MDPI,Sensors,Wearable and Implantable Sensors: The patientâ€™s Perspective,1290.41,Article,,23/03/2014,Wearable and implantable sensors: the patient's perspective.,10.3390/s121216695,Y,Sensors (Basel),2012,"journal article, research support, non-u.s. gov't",0,,1424-8220
1968,PMC3812900,23698510,BMJ Group ,Sex Transm Infect.,"Cross-sectional survey of treatment practices for urethritis at pharmacies, private clinics and government health facilities in coastal Kenya: many missed opportunities for HIV prevention.",1700.0,Article,,23/03/2014,"Cross-sectional survey of treatment practices for urethritis at pharmacies, private clinics and government health facilities in coastal Kenya: many missed opportunities for HIV prevention.",10.1136/sextrans-2012-050979,Y,Sex Transm Infect,2013,"journal article, research support, non-u.s. gov't, research support, u.s. gov't, non-p.h.s.",0,,1368-4973
1969,PMC3749517,23694938,BMJ,Sexually Transmitted Infections,Trichomonas vaginalis virulence factors: an integrative overview,2340.0,Article,,23/03/2014,Trichomonas vaginalis virulence factors: an integrative overview.,10.1136/sextrans-2013-051105,Y,Sex Transm Infect,2013,"journal article, review, research support, non-u.s. gov't",0,,1368-4973
1970,PMC3730896 ,21636615,BMJ Group,Sexually Transmitted Infections                         ,Estimating the resources required in the roll-out of universal access to antiretroviral therapy in Zimbabwe,2040.0,Article,,23/03/2014,Estimating the resources required in the roll-out of universal access to antiretroviral treatment in Zimbabwe.,10.1136/sti.2010.046557,Y,Sex Transm Infect,2011,"journal article, research support, non-u.s. gov't",3,,1368-4973
1971,PMC3492749,22282518,Society for General Microbiology,SGM Open Option,Ribosomal multilocus sequence typing: universal characterisation of bacteria from domain to strain,1750.0,Article,,23/03/2014,Ribosomal multilocus sequence typing: universal characterization of bacteria from domain to strain.,10.1099/mic.0.055459-0,N,Microbiology,2012,"journal article, research support, non-u.s. gov't",27,,1350-0872
1972,PMC3907934,23887816,OUP,Social Cognitive and Affective Neuroscience,Social brains on drugs: tools for neuromodulation in social neuroscience,1800.0,Article,,23/03/2014,Social brains on drugs: tools for neuromodulation in social neuroscience.,10.1093/scan/nst113,Y,Soc Cogn Affect Neurosci,2014,"journal article, research support, non-u.s. gov't",0,,1749-5016
